original_value,cleaned_value,status,justification,similarity_score,source_column
9395-9088 Québec inc. (Studio Yoga Tribe)|9395-9088 Québec inc. (Studio Yoga Tribe),9395-9088 Québec inc. - Studio Yoga Tribe|9395-9088 Québec inc. - Studio Yoga Tribe,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9408-7871 Québec inc.,9408-7871 Québec Inc,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9416-8382 Québec inc. (96 Plus inc.)|9416-8382 Québec inc. (96 Plus inc.),9416-8382 Québec inc. - 96 Plus inc.|9416-8382 Québec inc. - 96 Plus inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9429-3966 Québec inc. (Panora Loges Fluviales)|9429-3966 Québec inc. (Panora Loges Fluviales),9429-3966 Québec inc. - Panora Loges Fluviales|9429-3966 Québec inc. - Panora Loges Fluviales,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9431-7617 Québec inc,9431-7617 Quebec Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9434-7192 Québec inc,9434-7192 Québec inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9443-9031 Quebec Inc,9443-9031 QUÉBEC INC.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9464-0778 Québec inc. - Chibougamau Aventure|9464-0778 Québec inc. - Chibougamau Aventure,9464-0778 Québec inc. - Chibougamau aventure|9464-0778 Québec inc. - Chibougamau aventure,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
9487-0649 Québec Inc.,9487-0649 Québec inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
981351 ONTARIO INC,981351 Ontario Inc,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
981351 Ontario Inc.,981351 Ontario Inc,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
?ESDILAGH FIRST NATION,?Esdilagh First Nation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
A Horizon AG Research Ltd.,A Horizon Ag Research Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
A SYNERGY A PROSPERITY ASSOCIATION,A Synergy A Prosperity Association,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
A.F. Theriault & Son Limited|A.F. Theriault & Son Limited,A. F. Theriault & Son Limited|A. F. Theriault & Son Limited,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
A8 FINANCIAL CORP,A8 Financial Corp.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
A8 Financial Corp,A8 Financial Corp.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AARDEMA, Frederikus","Aardema, Frederikus",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ABADIE, Valerie","Abadie, Valerie",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABBOTSFORD ASSOCIATION FOR HEALTHY AGING,Abbotsford Association for Healthy Aging,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABBOTSFORD COMMUNITY SERVICES,Abbotsford Community Services,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABBS (ASSOCIATION BÉNÉVOLE BEAUCE-SARTIGAN),ABBS (Association Bénévole Beauce-Sartigan),accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ABDEL-QADIR, Husam-Eldin M","Abdel-Qadir, Husam-Eldin M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ABDU, LATIFAH","Abdu, Latifah",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABIGAIL'S LEARNING CENTRE,Abigail's Learning Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABK Biomedical Incorporated|ABK Biomedical Incorporated,ABK BioMedical Incorporated|ABK BioMedical Incorporated,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABORIGINAL HOUSING SOCIETY OF PRINCE GEORGE,Aboriginal Housing Society of Prince George,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABORIGINAL MULTI- MEDIA SOCIETY OF ALBERTA,ABORIGINAL MULTI-MEDIA SOCIETY OF ALBERTA,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABRIGO CENTRE,Abrigo Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ABS Remorques Inc.,ABS Remorques inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACADIA UNIVERSITY,Acadia University,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACBS ACCOUNTING,ACBS Accounting,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACCREON Inc.|ACCREON Inc.,"Accreon, Inc.|Accreon, Inc.",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACCUEIL AUX IMMIGRANTS DE L'EST DE MONTRÉAL,Accueil aux immigrants de l'Est de Montréal,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACCUEIL BONNEAU INC.,Accueil Bonneau inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACCUEIL ET INTEGRATION BSL INC.,ACCUEIL ET INTÉGRATION BSL INC.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACORN TO OAK YOUTH SERVICES,Acorn to Oak Youth Services,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACPG INNOVATION,ACPG Innovation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACTE D'AMOUR!,ACTE D'AMOUR !,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACTION BÉNÉVOLE DE VARENNES,Action bénévole de Varennes,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACTION FAMILLE LANORAIE INC.,Action Famille Lanoraie Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACTION FOR HEALTHY COMMUNITIES,Action for Healthy Communities,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACTIONS COMMUNAUTAIRES ET BÉNÉVOLES DE NOTRE-DAME DU MONT-CARMEL,Actions Communautaires et Bénévoles de Notre-Dame du Mont-Carmel,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ACTUA,"ACTUA, .",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ADAMSON, Robert B","Adamson, Robert B",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADEGA ON 45TH ESTATE WINERY LTD,ADEGA ON 45TH ESTATE WINERY LTD.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ADESIDA, Adetola B","Adesida, Adetola B",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADOM SAVINGS AND INVESTMENT,Adom Savings And Investment,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADULT PROTECTIVE SERVICES,Adult Protective Services,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADVANCING CRYSTAL BEACH COMMUNITY DEVELOPMENT ORGANIZATION,Advancing Crystal Beach Community Development Organization,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ADVANI, Andrew","Advani, Andrew",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADVOCATE MEDIA INCORPORATED - THE WEEKLY PRESS,ADVOCATE MEDIA INCORPORATED. - THE WEEKLY PRESS,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADVOCATE MEDIA INCORPORATED. - PORT HAWKESBURY REPORTER,ADVOCATE MEDIA INCORPORATED - PORT HAWKESBURY REPORTER,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ADVOCATE MEDIA INCORPORATED. - THE PICTOU ADVOCATE,ADVOCATE MEDIA INCORPORATED - THE PICTOU ADVOCATE,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AEF Global Inc.,AEF Global inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AERO SPACE MUSEUM ASSOCIATION OF CALGARY (THE),AERO-SPACE MUSEUM ASSOCIATION OF CALGARY (THE),accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AFFÛTAGE D'OUTILS DE COUPE OPTIMUM INC.,Affûtage d'outils de coupe Optimum inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AFIFI, Tracie O","Afifi, Tracie O",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AFILALO, Jonathan","Afilalo, Jonathan",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AG-Bio Centre|AG-Bio Centre,Ag-Bio Centre|Ag-Bio Centre,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AGARWAL, Gina (Ragini)","Agarwal, Gina (Ragini)",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AGENCY CHIEFS TRIBAL COUNCIL INC.,Agency Chiefs Tribal Council Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AGNEW, LINDSAY","Agnew, Lindsay",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AGRICULTURE IN THE CLASSROOM CANADA,Agriculture in the Classroom Canada,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AHMED, Sara","Ahmed, Sara",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AIDS COMMITTEE OF TORONTO,AIDS Committee of Toronto,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AILLES, Laurie E","Ailles, Laurie E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AIMEE LILLIANNE CHRISTINA TOUPIN-MCGILLIS, GEERT HEMELINGS",Aimee Lillianne Christina Toupin-McGillis Geert Hemelings,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"AINSLIE, Philip N","Ainslie, Philip N",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AJAX PUBLIC LIBRARY,Ajax Public Library,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AKERU FARMS LTD,Akeru Farms Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AKERU FARMS LTD.,Akeru Farms Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AKUA nature inc.|AKUA nature inc.,Akua Nature inc.|Akua Nature inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
AL-PACK Enterprises Ltd.|AL-PACK Enterprises Ltd.,AL-PACK ENTERPRISES LTD.|AL-PACK ENTERPRISES LTD.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ALARY, Michel","Alary, Michel",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ALBERTA AVENUE COMMUNITY LEAGUE,Alberta Avenue Community League,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ALBERTA BEEF PRODUCERS,Alberta Beef Producers,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ALEXANDER FIRST NATION,Alexander First Nation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ALEXANDER, CAMERON","Alexander, Cameron",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ALEXANDRA CENTRE SOCIETY,Alexandra Centre Society,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ALGONQUIN NATION HUMAN RESOURCES AND SUSTAINABLE DEVELOPMENT CORPORATION,Algonquin Nation Human Resources and Sustainable Development Corporation,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
